trial_id,algorithm,pop_size,eta_crossover,eta_mutation,crossover_prob,hypervolume_mean,hypervolume_std,hypervolume_min,hypervolume_max,runtime_seconds,status,n_partitions
2,NSGA-II,250,15.813542661219108,5.794370052337734,0.8511402021661425,4.1819142,0.11369799190909188,4.046629,4.341607999999999,3927.3876008987427,completed,
22,NSGA-II,90,24.29677120728384,18.795299380196724,0.945060060768899,3.7918938000000004,0.14394316088845638,3.5586,3.9554540000000005,1413.2694568634033,completed,
13,NSGA-II,180,22.376736732508224,29.469476655844595,0.6991819865778764,3.9253312,0.13978554372237573,3.7941119999999993,4.180253000000001,2839.9324281215668,completed,
15,NSGA-II,200,20.298531619920787,21.446568893466342,0.9881609538518866,4.0938006,0.15570898683454334,3.807827000000001,4.241377000000001,3170.075206041336,completed,
18,NSGA-II,180,24.366282632005554,23.21280351340448,0.8526529421381639,4.0836544,0.06764781741519849,4.000141,4.200967000000001,2867.618746995926,completed,
25,NSGA-II,80,23.785600710447245,28.78382360299911,0.848403830324387,3.6595729999999995,0.24503423487178344,3.3951949999999997,4.001536000000001,1268.626502752304,completed,
21,NSGA-II,170,17.15063992817847,5.447995597147713,0.6286682412793414,3.930314,0.1741929385664067,3.6750570000000007,4.164872,2660.8610050678253,completed,
17,NSGA-II,220,25.11541969289455,20.935520244187686,0.9916647138719468,4.137997,0.13080162028812933,3.890357,4.270276999999999,3482.7406470775604,completed,
23,NSGA-II,190,26.73010167319378,21.616441549197823,0.7503619497199197,3.996580800000001,0.05452653706004126,3.923352,4.064033000000001,3019.5584449768066,completed,
34,NSGA-II,60,17.94982429947466,5.647964390879984,0.8848108327201412,3.8296042,0.09261482077162372,3.6646069999999993,3.9177439999999994,924.4492800235748,completed,
20,NSGA-II,230,18.557523580101787,16.672067054749483,0.7806796324592887,4.1890264,0.04219400670521807,4.140762,4.262678,3641.215940952301,completed,
27,NSGA-II,160,25.226692891833167,13.756313130585285,0.9157637025723571,3.975910400000001,0.10684985911567689,3.7685260000000005,4.060426,2527.9638710021973,completed,
29,NSGA-II,160,23.977999200411013,7.517253501693939,0.8851670539340301,4.078875,0.04153253253535184,4.030860999999998,4.156046000000001,2508.3084139823914,completed,
32,NSGA-II,140,28.28907379145496,7.744669528135136,0.8206293232705011,3.9923935999999998,0.09040065413170378,3.827471,4.081325999999999,2159.80867934227,completed,
24,NSGA-II,250,9.88505831615991,11.794023767613892,0.6995530804369118,4.0605503999999994,0.12982199810756267,3.897981,4.217962,3920.396432161331,completed,
28,NSGA-II,190,21.441322653074987,7.076600600896638,0.650209527925164,4.120505400000001,0.06031381373649004,4.016020000000001,4.1956250000000015,2968.1668820381165,completed,
26,NSGA-II,230,6.084026279047507,19.550758553165107,0.6450048671244485,4.1474612,0.05897205484430649,4.063904000000001,4.235640999999998,3579.4981067180634,completed,
36,NSGA-II,100,27.183325641036593,19.333939887340378,0.8386328035596269,3.7329734,0.2125966949372449,3.4112419999999997,4.054009,1498.2859346866608,completed,
39,NSGA-II,80,16.98957978577332,25.514756056127407,0.8660781827980851,3.5615286,0.08955899767996421,3.477398000000001,3.677833999999999,1197.9575731754303,completed,
40,SMS-EMOA,80,7.200343951439626,14.977521863560975,0.9122577034772703,3.7479476,0.08227355098353333,3.658358999999999,3.8966260000000004,1206.1243169307709,completed,
31,NSGA-II,230,18.465523274223674,17.79744956146575,0.8441028908451985,4.0414232,0.12629109301672825,3.924034,4.251803,3540.5600440502167,completed,
33,NSGA-II,210,6.649105689736061,27.202766747506427,0.9718632708696275,4.1601692,0.026842505295892393,4.127553999999999,4.202709999999999,3197.577623128891,completed,
30,NSGA-II,240,22.108565831967184,18.37406543477718,0.747674830699986,4.1090463999999995,0.0824422218662262,4.020144999999999,4.243115,3679.262742996216,completed,
37,NSGA-II,150,16.539106536802375,25.345054222117767,0.7736760253318486,3.903204000000001,0.22568624572357063,3.463681000000001,4.070977999999999,2268.360538959503,completed,
46,SMS-EMOA,50,17.678742205327005,18.208534503805986,0.9585140816039551,3.4880044000000003,0.21117133336568253,3.262648,3.8779650000000014,746.6129741668701,completed,
38,NSGA-II,200,21.90390812222033,18.2360589261854,0.6620436479880866,3.8947858,0.06300614106704235,3.7758139999999996,3.9581220000000004,3030.3023459911346,completed,
42,SMS-EMOA,150,19.002011599064303,16.962338023319514,0.7262370456113815,3.8697542000000005,0.14512856366050078,3.607959,4.0259290000000005,2260.009809732437,completed,
45,SMS-EMOA,110,27.74346555674474,11.83412644469664,0.8346074107224708,3.7655434,0.13018057811609215,3.6034170000000003,3.953785,1657.109354019165,completed,
43,SMS-EMOA,150,27.500784231154817,18.305364232183404,0.6194304366522988,3.7420128,0.19863956287446904,3.4949879999999993,4.0878570000000005,2252.716882944107,completed,
35,NSGA-II,250,13.834421402534884,6.001604113600135,0.9232201459625946,4.1797902,0.10760484719268003,3.9790509999999992,4.2697579999999995,3764.588455915451,completed,
51,SMS-EMOA,100,19.48257764009974,26.839983073480614,0.6890082954228028,3.695622599999999,0.23560585362049097,3.2951949999999988,3.944176,1504.0582830905914,completed,
41,SMS-EMOA,230,19.14143753867365,25.860265505247146,0.9627414011273695,4.1050472,0.062394457806442705,4.002927000000001,4.189909,3465.8906543254852,completed,
50,SMS-EMOA,150,24.714539170093115,15.618203286877689,0.7915478587388757,3.9569062000000015,0.13203636023065873,3.8138460000000003,4.119971000000002,2256.4260380268097,completed,
55,SMS-EMOA,80,29.255896298508244,16.178844631537785,0.7138324036114526,3.6946312,0.22676911976316347,3.26031,3.8927280000000004,1195.4750089645386,completed,
57,SMS-EMOA,60,23.063491860046682,25.79870213298037,0.8936250419361782,3.615412799999999,0.16717346334319907,3.425443,3.8954689999999994,896.8514821529388,completed,
44,SMS-EMOA,250,29.82677608860528,27.78828474742132,0.6451224975424791,4.003868200000001,0.15009758358134911,3.823104,4.228429000000002,3795.38192987442,completed,
53,SMS-EMOA,140,9.767200465604574,27.158991774559965,0.8875703582357626,3.9332149999999992,0.14806542113809038,3.674527999999999,4.08913,2096.7080912590027,completed,
60,SMS-EMOA,50,14.938935875145141,16.56503098072144,0.7240826479516633,3.3294378,0.11198246045769815,3.1793200000000006,3.5170209999999997,742.7277581691742,completed,
48,SMS-EMOA,230,8.971520994881375,12.746283319685185,0.7639368569436021,4.0108998,0.11435927128903928,3.8784069999999993,4.192540000000001,3444.5404448509216,completed,
49,SMS-EMOA,230,29.769602218460378,16.95201991060743,0.8280660721460988,4.038595,0.056638244782124945,3.9736620000000005,4.111205999999998,3451.8658668994904,completed,
47,SMS-EMOA,240,14.695769894111367,21.953580688331392,0.7146611484793475,3.970044199999999,0.20839220338333106,3.5757680000000005,4.176251999999998,3609.808445930481,completed,
56,SMS-EMOA,150,19.179725386272118,12.530597251249823,0.9122331701910686,3.9951144,0.09657533089272892,3.844276,4.116062,2249.1466908454895,completed,
63,SMS-EMOA,50,13.206633354258964,26.25587516638557,0.8598181519081796,3.1565813999999994,0.250694951863495,2.7109429999999994,3.4502279999999996,737.9014747142792,completed,
58,SMS-EMOA,130,21.778890840405484,15.301159960127917,0.8105529869937185,3.8946151999999996,0.018637076588349406,3.871290000000001,3.9192090000000004,1964.1500279903412,completed,
68,SMS-EMOA,50,25.32133185462195,13.183534513337346,0.9822400886201339,3.5937993999999995,0.27205129285603497,3.0960699999999997,3.9058900000000003,739.4136641025543,completed,
52,SMS-EMOA,230,20.180529390549736,22.246540364469094,0.769373191560214,3.9520907999999997,0.13555615202623608,3.811581,4.174911,3452.2383267879486,completed,
62,SMS-EMOA,100,8.10853537699177,24.566710257435844,0.771793190534337,3.7512527999999996,0.05697186484713256,3.696831000000001,3.8574049999999986,1513.0968000888824,completed,
66,SMS-EMOA,80,27.680465883461316,17.750497195886247,0.8447384659323522,3.7703482,0.14377077278417946,3.5127609999999994,3.9573310000000013,1196.4026410579681,completed,
59,SMS-EMOA,160,19.266689671703496,5.7118556619524234,0.6686086624900413,3.9740896,0.11807227925402275,3.770445,4.1188899999999995,2414.6276140213013,completed,
61,SMS-EMOA,120,11.477350401545923,25.236726509582937,0.6215573514331347,3.7343270000000004,0.09732560933690598,3.6117630000000007,3.902786000000001,1797.4771139621735,completed,
54,SMS-EMOA,250,16.880665814411334,27.30226021581057,0.6108925458904518,3.8596109999999997,0.12111571147955952,3.7075470000000004,4.023971999999999,3771.113109111786,completed,
67,SMS-EMOA,110,20.884514058274476,17.455464284733605,0.800947797878293,3.736242,0.09600746678461983,3.5913470000000007,3.829984999999999,1671.3270120620728,completed,
76,SMS-EMOA,50,7.852416332650537,9.911684628319883,0.7238664654164029,3.538125,0.20121767217518416,3.1730870000000007,3.7729369999999998,761.3603739738464,completed,
70,SMS-EMOA,90,22.689388550874703,12.84802119247924,0.9400372477641022,3.8940850000000005,0.10605659450123789,3.7528530000000004,4.0253190000000005,1361.4423837661743,completed,
71,SMS-EMOA,100,8.079823790845198,8.190789165893895,0.9617777598991798,3.8891496000000005,0.12533752361938574,3.7156890000000007,4.034036000000002,1507.0463070869446,completed,
77,SMS-EMOA,70,9.1970397341682,27.646808662274427,0.6243191085823524,3.2374856000000003,0.2062658692955281,2.9256040000000008,3.4687729999999997,1051.6439671516418,completed,
64,SMS-EMOA,190,22.364173932803173,16.90673046737258,0.7997042197293602,4.0647047999999995,0.09651771229033529,3.9502770000000007,4.216295,2901.7284622192383,completed,
65,SMS-EMOA,210,23.869521941283747,19.08504621619443,0.6901057657475034,3.868438,0.196647047197765,3.60636,4.0577450000000015,3156.0562250614166,completed,
79,SMS-EMOA,70,24.780566955128233,29.780235110402568,0.9231370990036265,3.6902302000000007,0.15631855774206654,3.5169900000000007,3.962601999999999,1045.2257452011108,completed,
72,SMS-EMOA,150,8.160469395806132,24.795528599225683,0.6273711666119491,3.7192980000000007,0.3120380071811763,3.2766389999999994,4.070278,2261.6261398792267,completed,
78,SMS-EMOA,120,14.138737714469208,29.921993654911535,0.8262100233946515,3.845244,0.12145131381257278,3.674943999999999,4.028797,1806.4523258209229,completed,
83,NSGA-III,70,9.893039656352247,25.778762201322714,0.6165854636761103,3.618490199999999,0.1713673129046495,3.3450819999999992,3.8352139999999997,1040.8185017108917,completed,18.0
75,SMS-EMOA,190,24.756562132264136,5.980152605280596,0.6699394490876894,3.907273,0.15380433416779934,3.6994680000000004,4.104197000000001,2881.7852177619934,completed,
69,SMS-EMOA,250,8.018944555720267,12.544736272852685,0.9415625833548977,4.073319400000001,0.07273957398995379,3.9827630000000007,4.160212000000001,3782.682656764984,completed,
74,SMS-EMOA,220,17.674391461375695,15.461308993863222,0.7559236073014515,4.062076200000001,0.10178068014392515,3.9424180000000004,4.2145800000000015,3316.7941122055054,completed,
73,SMS-EMOA,230,12.289173771212695,14.28641248749415,0.8233960764908813,4.0815018,0.10379961696152834,3.8835990000000002,4.165751,3466.885344982147,completed,
84,NSGA-III,110,29.102083431211128,10.126796679088159,0.653721648798819,3.7679642,0.09161805093626449,3.641519,3.9238949999999995,1634.7810809612274,completed,19.0
80,NSGA-III,200,24.90909514989891,17.052988495953056,0.9345648570409801,3.9521724000000007,0.06670493612499764,3.86234,4.023435,2975.1933591365814,completed,18.0
81,NSGA-III,180,12.153483373759487,10.671286339105079,0.8205259076331565,3.8432748000000005,0.09013526444272556,3.6686619999999994,3.9081010000000003,2696.9099819660187,completed,9.0
90,NSGA-III,60,7.056668956045907,16.064825547605313,0.8420940511872852,3.7456322,0.13267651602661273,3.6017340000000004,3.9822080000000004,890.2688388824463,completed,11.0
85,NSGA-III,140,6.3753416091134705,19.863306691118574,0.8761412941598613,3.9715008000000003,0.0637990669975665,3.8684860000000003,4.0499339999999995,2079.2468690872192,completed,17.0
87,NSGA-III,120,11.706494395347523,20.13238094063819,0.6339425510449802,3.7622464,0.08044509282386328,3.61221,3.8462009999999993,1807.3149406909943,completed,15.0
91,NSGA-III,60,14.06867312819899,28.593240996740033,0.973134026355277,3.6658272,0.14924345071915227,3.4255039999999997,3.8776509999999997,886.145584821701,completed,19.0
82,NSGA-III,190,22.444447566842936,29.753332989721287,0.8361298246927297,3.8058794,0.12469092973203785,3.627488,3.98611,2851.332991838455,completed,10.0
92,NSGA-III,80,10.352482469335987,20.575488587421486,0.8873231109437311,3.7715794000000002,0.13153751104015912,3.587881,3.945256,1191.3456721305847,completed,10.0
97,NSGA-III,90,9.672383284800654,9.000929172006126,0.7577443449466265,3.7568753999999998,0.11395881094079564,3.564992,3.912516,1337.162479877472,completed,13.0
